timestamp (UTC),timestamp (America/New_York),weekday (America/New_York),open,high,low,close,volume,pct_change_from_event,log_return
2025-10-01 14:00:00+00:00,2025-10-01 10:00:00,Wednesday,184.19,187.865,184.02,187.21,36480654.0,0.0,
2025-10-01 15:00:00+00:00,2025-10-01 11:00:00,Wednesday,187.2,187.86,186.42,187.2699,20096545.0,0.000319961540516,0.0003199103637392
2025-10-01 16:00:00+00:00,2025-10-01 12:00:00,Wednesday,187.27,187.53,186.48,187.0856,12919230.0,-0.0006644944180332,-0.0009846256560397
2025-10-01 17:00:00+00:00,2025-10-01 13:00:00,Wednesday,187.085,188.14,187.02,187.525,18046733.0,0.0016826024250842,0.0023459037278241
2025-10-01 18:00:00+00:00,2025-10-01 14:00:00,Wednesday,187.52,187.9,187.3,187.4093,9704390.0,0.0010645798835531,-0.0006171748152814
2025-10-01 19:00:00+00:00,2025-10-01 15:00:00,Wednesday,187.405,187.605,186.36,187.17,20889622.0,-0.0002136638000107,-0.0012777002496138
2025-10-01 20:00:00+00:00,2025-10-01 16:00:00,Wednesday,187.18,187.4,186.86,186.88,4516554.0,-0.0017627263500882,-0.0015505951509426
2025-10-02 14:00:00+00:00,2025-10-02 10:00:00,Thursday,189.28,190.44,188.98,189.26,26709963.0,0.0109502697505474,0.0126550314402242
2025-10-02 15:00:00+00:00,2025-10-02 11:00:00,Thursday,189.27,189.99,188.9,189.63,17268948.0,0.0129266599006463,0.0019530740722304
2025-10-02 16:00:00+00:00,2025-10-02 12:00:00,Thursday,189.625,189.63,188.77,189.425,11757386.0,0.0118316329255916,-0.00108163733488
2025-10-02 17:00:00+00:00,2025-10-02 13:00:00,Thursday,189.42,189.435,188.75,188.76,8286572.0,0.0082794722504138,-0.0035168009592503
2025-10-02 18:00:00+00:00,2025-10-02 14:00:00,Thursday,188.76,189.215,188.61,188.9074,9159952.0,0.0090668233534532,0.0007805810482155
2025-10-02 19:00:00+00:00,2025-10-02 15:00:00,Thursday,188.9,189.305,188.06,188.92,16347330.0,0.0091341274504566,6.669712151374796e-05
2025-10-02 20:00:00+00:00,2025-10-02 16:00:00,Thursday,188.89,189.2977,188.42,188.63,1228380.0,0.0075850649003792,-0.0015362206702826
2025-10-03 14:00:00+00:00,2025-10-03 10:00:00,Friday,188.91,189.575,188.33,189.34,19464379.0,0.0113775973505687,0.0037569163431117
2025-10-03 15:00:00+00:00,2025-10-03 11:00:00,Friday,189.33,189.8,188.72,189.0,13702108.0,0.0095614550504781,-0.0017973256411023
2025-10-03 16:00:00+00:00,2025-10-03 12:00:00,Friday,188.9801,189.0,187.595,187.98,14323151.0,0.0041130281502055,-0.005411440867487
2025-10-03 17:00:00+00:00,2025-10-03 13:00:00,Friday,187.98,187.98,185.38,186.4,19938639.0,-0.0043266919502163,-0.0084406719406651
2025-10-03 18:00:00+00:00,2025-10-03 14:00:00,Friday,186.4,187.745,185.675,187.66,15939426.0,0.0024037177501201,0.006736912610413
2025-10-03 19:00:00+00:00,2025-10-03 15:00:00,Friday,187.655,188.07,186.23,187.621,16894457.0,0.0021953955451097,-0.0002078442561197
2025-10-03 20:00:00+00:00,2025-10-03 16:00:00,Friday,187.62,187.62,187.36,187.4734,2162336.0,0.0014069761230703,-0.0007870019260121
2025-10-06 14:00:00+00:00,2025-10-06 10:00:00,Monday,186.295,186.54,184.205,184.787,28712803.0,0.0,
2025-10-06 15:00:00+00:00,2025-10-06 11:00:00,Monday,184.791,187.1,184.64,186.835,18781693.0,0.0110830307326814,0.0110220639980989
2025-10-06 16:00:00+00:00,2025-10-06 12:00:00,Monday,186.83,187.23,186.2201,186.3402,12376352.0,0.00840535319043,-0.0026518390823566
2025-10-06 17:00:00+00:00,2025-10-06 13:00:00,Monday,186.34,186.47,185.46,185.775,10434199.0,0.0053466964667427,-0.0030377712850278
2025-10-06 18:00:00+00:00,2025-10-06 14:00:00,Monday,185.78,186.1,185.39,185.86,10210566.0,0.0058066855352378,0.0004574380856601
2025-10-06 19:00:00+00:00,2025-10-06 15:00:00,Monday,185.86,186.05,185.43,185.53,16334501.0,0.004020845622257,-0.0017771080904074
2025-10-06 20:00:00+00:00,2025-10-06 16:00:00,Monday,185.5202,185.88,185.41,185.88,2379792.0,0.0059149182572366,0.0018847101779915
2025-10-07 14:00:00+00:00,2025-10-07 10:00:00,Tuesday,188.8218,189.06,187.565,187.83,21819219.0,0.0033117889001657,0.0104359942085512
2025-10-07 15:00:00+00:00,2025-10-07 11:00:00,Tuesday,187.83,187.87,184.405,185.465,36060020.0,-0.0093210832754661,-0.0126711134252897
2025-10-07 16:00:00+00:00,2025-10-07 12:00:00,Tuesday,185.47,186.415,185.0783,185.75,15622502.0,-0.00779872870039,0.0015354985978293
2025-10-07 17:00:00+00:00,2025-10-07 13:00:00,Tuesday,185.75,186.19,185.32,185.36,9077845.0,-0.009881950750494,-0.0021018034737476
2025-10-07 18:00:00+00:00,2025-10-07 14:00:00,Tuesday,185.36,186.04,185.15,185.63,7894968.0,-0.008439720100422,0.0014555650970109
2025-10-07 19:00:00+00:00,2025-10-07 15:00:00,Tuesday,185.62,185.8,184.0,184.95,13961242.0,-0.0120720047006036,-0.0036699269426687
2025-10-07 20:00:00+00:00,2025-10-07 16:00:00,Tuesday,185.04,185.29,184.68,185.1894,1289278.0,-0.0107932268575396,0.0012935668744402
2025-10-08 14:00:00+00:00,2025-10-08 10:00:00,Wednesday,188.655,189.42,188.23,188.635,22850087.0,0.0,
2025-10-08 15:00:00+00:00,2025-10-08 11:00:00,Wednesday,188.64,188.8799,187.6138,187.91,14150701.0,-0.0038434012775995,-0.0038508061235758
2025-10-08 16:00:00+00:00,2025-10-08 12:00:00,Wednesday,187.9101,188.4898,187.69,188.2514,10320610.0,-0.0020335568690857,0.0018151787702791
2025-10-08 17:00:00+00:00,2025-10-08 13:00:00,Wednesday,188.255,188.89,187.765,188.5907,10890421.0,-0.0002348450711691,0.0018007547017058
2025-10-08 18:00:00+00:00,2025-10-08 14:00:00,Wednesday,188.59,188.81,187.985,188.32,9336376.0,-0.0016698915895777,-0.0014364147610796
2025-10-08 19:00:00+00:00,2025-10-08 15:00:00,Wednesday,188.32,189.6,188.25,189.06,17488056.0,0.0022530283351447,0.0039217814852721
2025-10-08 20:00:00+00:00,2025-10-08 16:00:00,Wednesday,189.11,189.24,188.8,188.88,1575321.0,0.0012988045696715,-0.0009525322199808
2025-10-09 14:00:00+00:00,2025-10-09 10:00:00,Thursday,194.38,194.59,192.185,194.075,33052716.0,0.0288387626898507,0.0271327895144866
2025-10-09 15:00:00+00:00,2025-10-09 11:00:00,Thursday,194.08,194.72,193.365,194.18,21211740.0,0.0293953932197101,0.000540881650255
2025-10-09 16:00:00+00:00,2025-10-09 12:00:00,Thursday,194.17,194.58,192.7,192.75,15207185.0,0.0218146155273413,-0.0073915514985598
2025-10-09 17:00:00+00:00,2025-10-09 13:00:00,Thursday,192.73,193.28,192.27,193.005,13210727.0,0.0231664325284279,0.0013220828616242
2025-10-09 18:00:00+00:00,2025-10-09 14:00:00,Thursday,193.005,193.17,192.13,192.56,13629689.0,0.020807379330453,-0.0023083018302472
2025-10-09 19:00:00+00:00,2025-10-09 15:00:00,Thursday,192.56,193.54,191.61,192.54,20522545.0,0.0207013544676226,-0.0001038691249961
2025-10-09 20:00:00+00:00,2025-10-09 16:00:00,Thursday,192.57,193.27,192.04,192.26,1524953.0,0.0192170063879979,-0.0014553017121503
2025-10-10 14:00:00+00:00,2025-10-10 10:00:00,Friday,194.0801,195.62,193.53,194.1512,34838466.0,0.0292427174172342,0.009788614308956
2025-10-10 15:00:00+00:00,2025-10-10 11:00:00,Friday,194.15,194.1984,186.38,189.52,65369600.0,0.0046916001802423,-0.0241426770960959
2025-10-10 16:00:00+00:00,2025-10-10 12:00:00,Friday,189.5,189.86,187.38,187.52,24273714.0,-0.005910886102791,-0.0106090534618816
2025-10-10 17:00:00+00:00,2025-10-10 13:00:00,Friday,187.505,188.46,186.64,187.69,18875877.0,-0.0050096747687332,0.00090615927951
2025-10-10 18:00:00+00:00,2025-10-10 14:00:00,Friday,187.71,188.2874,186.53,186.99,14622121.0,-0.0087205449677948,-0.0037365261792894
2025-10-10 19:00:00+00:00,2025-10-10 15:00:00,Friday,186.99,187.55,182.05,183.12,46510803.0,-0.0292363559254644,-0.0209134638445576
2025-10-10 20:00:00+00:00,2025-10-10 16:00:00,Friday,183.13,184.0,180.91,181.2,4636962.0,-0.0394147427571766,-0.0105402820354321
2025-10-13 14:00:00+00:00,2025-10-13 10:00:00,Monday,189.6,190.1099,185.96,186.26,28298313.0,0.0,
2025-10-13 15:00:00+00:00,2025-10-13 11:00:00,Monday,186.251298,188.775,186.18,188.3101,19311580.0,0.0110066573606786,0.010946524943141
2025-10-13 16:00:00+00:00,2025-10-13 12:00:00,Monday,188.32,189.23,188.0,189.19,12598203.0,0.0157306990228713,0.0046617290616755
2025-10-13 17:00:00+00:00,2025-10-13 13:00:00,Monday,189.19,189.43,188.1709,188.555,10188843.0,0.0123214860947065,-0.0033620595806196
2025-10-13 18:00:00+00:00,2025-10-13 14:00:00,Monday,188.55,188.5699,187.25,187.635,10803445.0,0.0073821539783098,-0.0048911551828947
2025-10-13 19:00:00+00:00,2025-10-13 15:00:00,Monday,187.635,189.0,187.37,188.32,19174559.0,0.0110598088693225,0.0036440571771523
2025-10-13 20:00:00+00:00,2025-10-13 16:00:00,Monday,188.32,188.72,188.2,188.34,1191028.0,0.0111671856544615,0.0001061965699511
2025-10-14 14:00:00+00:00,2025-10-14 10:00:00,Tuesday,181.14,182.72,180.75,181.33,32303571.0,0.0,
2025-10-14 15:00:00+00:00,2025-10-14 11:00:00,Tuesday,181.34,183.165,181.19,182.63,22560359.0,0.0071692494347321,0.0071436725380156
2025-10-14 16:00:00+00:00,2025-10-14 12:00:00,Tuesday,182.63,184.2,182.075,183.16,21935360.0,0.0100920972811999,0.0028978395849446
