timestamp (UTC),timestamp (America/New_York),open,high,low,close,volume,pct_change_from_event,log_return
2025-10-01 14:00:00+00:00,2025-10-01 10:00:00,184.19,187.865,184.02,187.21,36480654.0,0.0,
2025-10-01 15:00:00+00:00,2025-10-01 11:00:00,187.2,187.86,186.42,187.2699,20096545.0,0.0003199615405160561,0.00031991036373923976
2025-10-01 16:00:00+00:00,2025-10-01 12:00:00,187.27,187.53,186.48,187.0856,12919230.0,-0.0006644944180332901,-0.0009846256560397393
2025-10-01 17:00:00+00:00,2025-10-01 13:00:00,187.085,188.14,187.02,187.525,18046733.0,0.001682602425084223,0.0023459037278241723
2025-10-01 18:00:00+00:00,2025-10-01 14:00:00,187.52,187.9,187.3,187.4093,9704390.0,0.0010645798835531295,-0.0006171748152814516
2025-10-01 19:00:00+00:00,2025-10-01 15:00:00,187.405,187.605,186.36,187.17,20889622.0,-0.0002136638000107549,-0.0012777002496138223
2025-10-01 20:00:00+00:00,2025-10-01 16:00:00,187.18,187.4,186.86,186.88,4516554.0,-0.0017627263500882284,-0.0015505951509426907
2025-10-02 14:00:00+00:00,2025-10-02 10:00:00,189.28,190.44,188.98,189.26,26709963.0,0.01095026975054747,0.012655031440224285
2025-10-02 15:00:00+00:00,2025-10-02 11:00:00,189.27,189.99,188.9,189.63,17268948.0,0.012926659900646342,0.001953074072230443
2025-10-02 16:00:00+00:00,2025-10-02 12:00:00,189.625,189.63,188.77,189.425,11757386.0,0.01183163292559164,-0.0010816373348800923
2025-10-02 17:00:00+00:00,2025-10-02 13:00:00,189.42,189.435,188.75,188.76,8286572.0,0.00827947225041381,-0.0035168009592503324
2025-10-02 18:00:00+00:00,2025-10-02 14:00:00,188.76,189.215,188.61,188.9074,9159952.0,0.009066823353453213,0.0007805810482155451
2025-10-02 19:00:00+00:00,2025-10-02 15:00:00,188.9,189.305,188.06,188.92,16347330.0,0.009134127450456608,6.669712151374796e-05
2025-10-02 20:00:00+00:00,2025-10-02 16:00:00,188.89,189.2977,188.42,188.63,1228380.0,0.007585064900379246,-0.0015362206702826953
2025-10-03 14:00:00+00:00,2025-10-03 10:00:00,188.91,189.575,188.33,189.34,19464379.0,0.011377597350568758,0.0037569163431117047
2025-10-03 15:00:00+00:00,2025-10-03 11:00:00,189.33,189.8,188.72,189.0,13702108.0,0.009561455050478118,-0.0017973256411023542
2025-10-03 16:00:00+00:00,2025-10-03 12:00:00,188.9801,189.0,187.595,187.98,14323151.0,0.004113028150205533,-0.005411440867487016
2025-10-03 17:00:00+00:00,2025-10-03 13:00:00,187.98,187.98,185.38,186.4,19938639.0,-0.004326691950216399,-0.008440671940665112
2025-10-03 18:00:00+00:00,2025-10-03 14:00:00,186.4,187.745,185.675,187.66,15939426.0,0.00240371775012016,0.006736912610413093
2025-10-03 19:00:00+00:00,2025-10-03 15:00:00,187.655,188.07,186.23,187.621,16894457.0,0.002195395545109724,-0.0002078442561197491
2025-10-03 20:00:00+00:00,2025-10-03 16:00:00,187.62,187.62,187.36,187.4734,2162336.0,0.0014069761230703914,-0.0007870019260121097
2025-10-06 14:00:00+00:00,2025-10-06 10:00:00,186.295,186.54,184.205,184.787,28712803.0,-0.012942684685647188,-0.014433158266952795
2025-10-06 15:00:00+00:00,2025-10-06 11:00:00,184.791,187.1,184.64,186.835,18781693.0,-0.0020030981251001334,0.011022063998098908
2025-10-06 16:00:00+00:00,2025-10-06 12:00:00,186.83,187.23,186.2201,186.3402,12376352.0,-0.004646119331232268,-0.002651839082356666
2025-10-06 17:00:00+00:00,2025-10-06 13:00:00,186.34,186.47,185.46,185.775,10434199.0,-0.007665188825383251,-0.0030377712850278016
2025-10-06 18:00:00+00:00,2025-10-06 14:00:00,185.78,186.1,185.39,185.86,10210566.0,-0.00721115325036048,0.00045743808566012234
2025-10-06 19:00:00+00:00,2025-10-06 15:00:00,185.86,186.05,185.43,185.53,16334501.0,-0.008973879600448709,-0.001777108090407431
2025-10-06 20:00:00+00:00,2025-10-06 16:00:00,185.5202,185.88,185.41,185.88,2379792.0,-0.007104321350355325,0.001884710177991522
2025-10-07 14:00:00+00:00,2025-10-07 10:00:00,188.8218,189.06,187.565,187.83,21819219.0,0.003311788900165702,0.010435994208551236
2025-10-07 15:00:00+00:00,2025-10-07 11:00:00,187.83,187.87,184.405,185.465,36060020.0,-0.009321083275466102,-0.012671113425289704
2025-10-07 16:00:00+00:00,2025-10-07 12:00:00,185.47,186.415,185.0783,185.75,15622502.0,-0.007798728700390001,0.00153549859782931
2025-10-07 17:00:00+00:00,2025-10-07 13:00:00,185.75,186.19,185.32,185.36,9077845.0,-0.009881950750494028,-0.0021018034737476654
2025-10-07 18:00:00+00:00,2025-10-07 14:00:00,185.36,186.04,185.15,185.63,7894968.0,-0.008439720100422043,0.0014555650970109468
2025-10-07 19:00:00+00:00,2025-10-07 15:00:00,185.62,185.8,184.0,184.95,13961242.0,-0.012072004700603656,-0.0036699269426687664
2025-10-07 20:00:00+00:00,2025-10-07 16:00:00,185.04,185.29,184.68,185.1894,1289278.0,-0.010793226857539695,0.0012935668744402662
